商品名称,合约代码,名次,期货公司会员简称,成交量,比上交易日增减,期货公司会员简称,成交量,比上交易日增减,期货公司会员简称,成交量,比上交易日增减,
白银                ,ag1806                        ,7,国泰君安  ,899,169,中信期货  ,1590,-434,国贸期货  ,2107,-357,
白银                ,ag1806                        ,8,中财期货  ,870,393,申万期货  ,1141,-216,大地期货  ,1685,39,
白银                ,ag1806                        ,9,中银国际  ,753,-200,国泰君安  ,1033,-127,方正中期  ,1584,-21,
白银                ,ag1806                        ,10,中辉期货  ,703,-961,国贸期货  ,963,-10,云晨期货  ,1427,0,
白银                ,ag1806                        ,11,兴证期货  ,681,198,新湖期货  ,934,8,东证期货  ,1346,-455,
白银                ,ag1806                        ,12,瑞龙期货  ,657,-422,建信期货  ,842,-33,建信期货  ,1311,-550,
白银                ,ag1806                        ,13,南华期货  ,553,333,中国国际  ,834,-111,宏源期货  ,994,0,
白银                ,ag1806                        ,14,上海中期  ,548,-502,银河期货  ,825,-127,迈科期货  ,993,-171,
白银                ,ag1806                        ,15,申万期货  ,507,43,广金期货  ,784,-29,海通期货  ,938,-45,
白银                ,ag1806                        ,16,上海大陆  ,506,498,永安期货  ,774,-580,广发期货  ,839,-214,
白银                ,ag1806                        ,17,广发期货  ,472,301,中大期货  ,739,-9,中钢期货  ,826,0,
白银                ,ag1806                        ,18,国贸期货  ,375,202,金瑞期货  ,737,-10,一德期货  ,823,-30,
白银                ,ag1806                        ,19,徽商期货  ,374,23,上海中期  ,715,-8,国投安信  ,667,1,
白银                ,ag1806                        ,20,中信建投  ,342,4,鲁证期货  ,701,-11,中粮期货  ,663,-1,
白银                ,ag1812                        ,1,海通期货  ,15121,-14517,华泰期货  ,17831,314,国泰君安  ,28051,2953,
白银                ,ag1812                        ,2,中信期货  ,14520,-11130,方正中期  ,12476,328,中信期货  ,19685,-1980,
白银                ,ag1812                        ,3,国泰君安  ,6385,-1967,广发期货  ,12449,444,永安期货  ,18458,1456,
白银                ,ag1812                        ,4,国贸期货  ,5656,2249,建信期货  ,11381,-1826,招金期货  ,10813,79,
白银                ,ag1812                        ,5,中银国际  ,5026,-8682,永安期货  ,10993,-376,建信期货  ,8364,-44,
白银                ,ag1812                        ,6,上海中期  ,4826,-6747,海通期货  ,10230,1026,华泰期货  ,8182,576,
白银                ,ag1812                        ,7,华泰期货  ,4566,-1870,中信期货  ,9726,1154,金瑞期货  ,7886,1309,
白银                ,ag1812                        ,8,方正中期  ,4157,-5070,瑞龙期货  ,9470,446,瑞龙期货  ,6923,119,
白银                ,ag1812                        ,9,永安期货  ,4050,-2103,国投安信  ,9325,68,国贸期货  ,6652,1222,
白银                ,ag1812                        ,10,兴证期货  ,3767,-3600,中信建投  ,8466,1118,兴证期货  ,6138,46,
白银                ,ag1812                        ,11,东证期货  ,3250,-6234,首创期货  ,8214,33,首创期货  ,5664,-45,
白银                ,ag1812                        ,12,银河期货  ,3241,-1559,中衍期货  ,7954,97,方正中期  ,5259,257,
白银                ,ag1812                        ,13,南华期货  ,3191,-774,国泰君安  ,7479,58,五矿经易  ,4852,120,
白银                ,ag1812                        ,14,广发期货  ,3079,-1695,平安期货  ,7419,117,南华期货  ,4543,-328,
白银                ,ag1812                        ,15,长江期货  ,2847,-671,中钢期货  ,7223,1807,中州期货  ,4402,500,
白银                ,ag1812                        ,16,中信建投  ,2811,-735,东证期货  ,6761,257,中银国际  ,4141,394,
白银                ,ag1812                        ,17,国投安信  ,2801,-4169,鲁证期货  ,6501,44,海通期货  ,4137,-193,
白银                ,ag1812                        ,18,建信期货  ,2582,1412,金瑞期货  ,6356,-98,中金期货  ,4054,18,
白银                ,ag1812                        ,19,东航期货  ,2385,-654,国贸期货  ,6260,-3922,东兴期货  ,4023,-5,
白银                ,ag1812                        ,20,瑞龙期货  ,2255,-2475,中粮期货  ,6194,-14,浙商期货  ,3391,-655,
螺纹钢              ,rball                         ,-1,期货公司  ,4109342,198086,期货公司  ,1713172,-23971,期货公司  ,1714172,-23971,
螺纹钢              ,rball                         ,0,非期货公司,0,0,非期货公司,1000,0,非期货公司,0,0,
螺纹钢              ,rb1810                        ,1,海通期货  ,226336,12243,永安期货  ,138332,26562,永安期货  ,84144,-5036,
螺纹钢              ,rb1810                        ,2,中信期货  ,182023,-14278,银河期货  ,123086,-955,中信期货  ,72340,364,
螺纹钢              ,rb1810                        ,3,国投安信  ,144946,14635,华泰期货  ,91748,17978,海通期货  ,70050,-1700,
螺纹钢              ,rb1810                        ,4,同信久恒  ,140084,33285,中信期货  ,60483,25,华泰期货  ,52153,764,
螺纹钢              ,rb1810                        ,5,永安期货  ,127276,12990,信达期货  ,53584,-1197,国富期货  ,48075,-13975,
螺纹钢              ,rb1810                        ,6,东证期货  ,117711,-56143,国泰君安  ,51461,3444,一德期货  ,46255,299,
螺纹钢              ,rb1810                        ,7,方正中期  ,104470,883,申万期货  ,50560,-593,东海期货  ,45795,3099,
螺纹钢              ,rb1810                        ,8,国泰君安  ,103164,-27631,方正中期  ,44385,2832,鲁证期货  ,43745,-19887,
螺纹钢              ,rb1810                        ,9,华泰期货  ,98932,19743,海通期货  ,37787,3870,方正中期  ,42367,-8728,
螺纹钢              ,rb1810                        ,10,银河期货  ,96082,20627,浙商期货  ,37113,-631,国泰君安  ,41785,-926,
螺纹钢              ,rb1810                        ,11,徽商期货  ,95715,4435,瑞达期货  ,33781,10449,宏源期货  ,38845,-457,
螺纹钢              ,rb1810                        ,12,鲁证期货  ,86513,31978,鲁证期货  ,28657,-16924,浙商期货  ,37572,576,
螺纹钢              ,rb1810                        ,13,申万期货  ,73657,-13459,光大期货  ,25080,-503,招商期货  ,37488,9537,
螺纹钢              ,rb1810                        ,14,兴证期货  ,66894,3525,一德期货  ,23658,-1061,东证期货  ,34261,1332,
螺纹钢              ,rb1810                        ,15,广发期货  ,66168,25715,兴证期货  ,23112,8364,银河期货  ,33150,1997,
螺纹钢              ,rb1810                        ,16,上海中期  ,65956,-1458,东证期货  ,22357,-6807,建信期货  ,29865,811,
螺纹钢              ,rb1810                        ,17,美尔雅    ,64663,28920,南华期货  ,21464,-714,南华期货  ,28613,2818,
螺纹钢              ,rb1810                        ,18,冠通期货  ,60886,45010,中粮期货  ,21164,4599,新湖期货  ,27013,2453,
螺纹钢              ,rb1810                        ,19,宏源期货  ,59878,2400,金瑞期货  ,20807,758,申万期货  ,26383,-210,
螺纹钢              ,rb1810                        ,20,华安期货  ,56491,2750,大地期货  ,20480,764,美尔雅    ,25996,14393,
螺纹钢              ,rb1901                        ,1,海通期货  ,18428,1232,银河期货  ,19091,485,浙商期货  ,17800,974,
螺纹钢              ,rb1901                        ,2,东证期货  ,9482,-7440,东海期货  ,18194,158,银河期货  ,15599,507,
螺纹钢              ,rb1901                        ,3,中信期货  ,9313,-197,金元期货  ,15102,-11,永安期货  ,8842,-465,
螺纹钢              ,rb1901                        ,4,鲁证期货  ,8985,1617,中信期货  ,9678,-241,大地期货  ,8033,-22,
螺纹钢              ,rb1901                        ,5,银河期货  ,5632,-3437,华泰期货  ,7079,29,海通期货  ,7706,810,
螺纹钢              ,rb1901                        ,6,西部期货  ,4455,-349,信达期货  ,6929,78,东证期货  ,6679,241,
螺纹钢              ,rb1901                        ,7,国泰君安  ,4328,900,海通期货  ,5954,160,先融期货  ,5452,0,
螺纹钢              ,rb1901                        ,8,永安期货  ,3426,-300,国海良时  ,4420,-18,国联期货  ,5053,-1,
螺纹钢              ,rb1901                        ,9,徽商期货  ,3077,-524,永安期货  ,4347,317,国泰君安  ,4726,-1008,
螺纹钢              ,rb1901                        ,10,申万期货  ,2895,825,南华期货  ,4001,-433,中信期货  ,4209,-850,
螺纹钢              ,rb1901                        ,11,华泰期货  ,2843,706,中钢期货  ,3837,-27,方正中期  ,4037,-142,
螺纹钢              ,rb1901                        ,12,中银国际  ,2382,0,方正中期  ,3651,27,华泰期货  ,4026,454,
螺纹钢              ,rb1901                        ,13,国投安信  ,2331,-1405,中大期货  ,3513,3,国投安信  ,3789,200,
螺纹钢              ,rb1901                        ,14,光大期货  ,2195,-3041,浙商期货  ,3205,-237,申万期货  ,3673,598,
螺纹钢              ,rb1901                        ,15,中财期货  ,2048,1302,金瑞期货  ,3045,-3,中财期货  ,3591,823,
螺纹钢              ,rb1901                        ,16,建信期货  ,2007,1780,英大期货  ,2429,379,瑞达期货  ,3418,44,
螺纹钢              ,rb1901                        ,17,东海期货  ,1928,477,光大期货  ,2384,-158,华信期货  ,3327,-313,
螺纹钢              ,rb1901                        ,18,浙商期货  ,1923,281,五矿经易  ,2331,25,五矿经易  ,3325,23,
螺纹钢              ,rb1901                        ,19,弘业期货  ,1644,312,国联期货  ,2227,24,光大期货  ,3214,-693,
螺纹钢              ,rb1901                        ,20,通惠期货  ,1628,1615,国贸期货  ,2103,-44,宝城期货  ,2819,-280,
热轧卷板            ,hcall                         ,-1,期货公司  ,775438,37424,期货公司  ,404902,33941,期货公司  ,404902,33941,
热轧卷板            ,hcall                         ,0,非期货公司,0,0,非期货公司,0,0,非期货公司,0,0,
热轧卷板            ,hc1810                        ,1,海通期货  ,53265,7747,永安期货  ,39842,6480,永安期货  ,18860,212,
热轧卷板            ,hc1810                        ,2,中信期货  ,42473,1344,中信期货  ,25945,289,鲁证期货  ,17130,1977,
热轧卷板            ,hc1810                        ,3,东证期货  ,38718,-4555,银河期货  ,17797,2037,银河期货  ,16748,1649,
热轧卷板            ,hc1810                        ,4,国投安信  ,35227,1830,华泰期货  ,16455,6160,中信期货  ,15628,-5626,
热轧卷板            ,hc1810                        ,5,永安期货  ,29550,2125,信达期货  ,15431,3564,东证期货  ,12510,6046,
热轧卷板            ,hc1810                        ,6,鲁证期货  ,23835,6254,浙商期货  ,11410,2596,国贸期货  ,12194,278,
热轧卷板            ,hc1810                        ,7,兴证期货  ,20554,1245,国泰君安  ,9277,1159,东海期货  ,11817,1700,
热轧卷板            ,hc1810                        ,8,华泰期货  ,19473,11200,兴证期货  ,9144,1947,首创期货  ,10277,-66,
热轧卷板            ,hc1810                        ,9,银河期货  ,17540,-1628,新世纪    ,8556,1207,光大期货  ,9440,96,
热轧卷板            ,hc1810                        ,10,国泰君安  ,15108,-3070,金瑞期货  ,8359,50,中国国际  ,9427,975,
热轧卷板            ,hc1810                        ,11,中银国际  ,14056,4096,东证期货  ,7989,710,海通期货  ,8284,1061,
热轧卷板            ,hc1810                        ,12,徽商期货  ,13839,1069,方正中期  ,6669,-337,一德期货  ,8112,1354,
热轧卷板            ,hc1810                        ,13,西部期货  ,12203,1772,海通期货  ,6352,-1282,方正中期  ,7710,2159,
热轧卷板            ,hc1810                        ,14,申万期货  ,12161,-2026,五矿经易  ,6038,2268,国投安信  ,7606,-529,
热轧卷板            ,hc1810                        ,15,华安期货  ,11505,772,光大期货  ,5570,2296,兴证期货  ,7573,1243,
热轧卷板            ,hc1810                        ,16,方正中期  ,10932,-834,瑞达期货  ,5402,1433,新湖期货  ,7507,-31,
热轧卷板            ,hc1810                        ,17,瑞达期货  ,10500,1165,国海良时  ,5054,653,渤海期货  ,7505,1045,
热轧卷板            ,hc1810                        ,18,浙商期货  ,10478,5391,恒泰期货  ,4707,-71,华泰期货  ,6824,-1899,
热轧卷板            ,hc1810                        ,19,西南期货  ,9756,-1307,南华期货  ,4594,-1385,新晟期货  ,6613,49,
热轧卷板            ,hc1810                        ,20,中融汇信  ,8865,1099,国投安信  ,4544,266,广发期货  ,6297,93,
石油沥青            ,buall                         ,-1,期货公司  ,298960,-403330,期货公司  ,224736,-5962,期货公司  ,221236,-6462,
石油沥青            ,buall                         ,0,非期货公司,500,-2500,非期货公司,0,0,非期货公司,3500,500,
石油沥青            ,bu1806                        ,1,方正中期  ,957,322,江海汇鑫  ,1808,0,中银国际  ,1648,0,
石油沥青            ,bu1806                        ,2,银河期货  ,735,-1,银河期货  ,1091,682,银河期货  ,939,-13,
石油沥青            ,bu1806                        ,3,东证期货  ,675,-1000,方正中期  ,878,-605,中粮期货  ,517,-6,
石油沥青            ,bu1806                        ,4,中粮期货  ,512,69,浙商期货  ,653,-4,一德期货  ,485,11,
石油沥青            ,bu1806                        ,5,中辉期货  ,470,278,永安期货  ,651,-69,永安期货  ,447,-60,
石油沥青            ,bu1806                        ,6,国富期货  ,385,327,一德期货  ,650,-331,招商期货  ,439,3,
石油沥青            ,bu1806                        ,7,申万期货  ,346,-326,兴业期货  ,603,-18,中辉期货  ,415,-275,
石油沥青            ,bu1806                        ,8,一德期货  ,344,-719,国富期货  ,350,349,广金期货  ,301,-2,
石油沥青            ,bu1806                        ,9,海通期货  ,310,-627,中银国际  ,265,0,华泰期货  ,218,3,
石油沥青            ,bu1806                        ,10,国投安信  ,308,-843,招商期货  ,209,-1,中信期货  ,209,-4,
石油沥青            ,bu1806                        ,11,兴证期货  ,241,-37,海通期货  ,206,-5,东海期货  ,207,1,
石油沥青            ,bu1806                        ,12,新纪元    ,236,60,中辉期货  ,186,151,格林大华  ,193,9,
石油沥青            ,bu1806                        ,13,永安期货  ,235,33,国泰君安  ,142,-6,长江期货  ,170,-21,
石油沥青            ,bu1806                        ,14,中信期货  ,225,-319,东证期货  ,117,59,方正中期  ,156,0,
石油沥青            ,bu1806                        ,15,渤海期货  ,202,-13,长江期货  ,115,17,瑞龙期货  ,147,-8,
石油沥青            ,bu1806                        ,16,创元期货  ,146,-138,中信期货  ,107,-13,建信期货  ,134,-21,
石油沥青            ,bu1806                        ,17,铜冠金源  ,125,-95,中粮期货  ,106,-506,上海大陆  ,130,1,
石油沥青            ,bu1806                        ,18,中信建投  ,98,-431,恒银期货  ,100,0,国海良时  ,120,-2,
石油沥青            ,bu1806                        ,19,中银国际  ,96,-32,中衍期货  ,86,-1,华安期货  ,117,0,
石油沥青            ,bu1806                        ,20,大地期货  ,90,46,鲁证期货  ,79,3,上海中期  ,114,0,
石油沥青            ,bu1812                        ,1,海通期货  ,24499,-31203,华泰期货  ,18151,-648,永安期货  ,36335,-1410,
石油沥青            ,bu1812                        ,2,国投安信  ,17836,-12402,国泰君安  ,15936,986,银河期货  ,13225,-773,
石油沥青            ,bu1812                        ,3,东证期货  ,14601,-40186,中信期货  ,9074,-172,浙商期货  ,11036,10,
石油沥青            ,bu1812                        ,4,申万期货  ,12858,-21889,银河期货  ,7726,224,方正中期  ,8113,194,
石油沥青            ,bu1812                        ,5,国泰君安  ,7845,-17683,永安期货  ,6707,-622,中信期货  ,7450,-608,
石油沥青            ,bu1812                        ,6,五矿经易  ,7626,-8952,方正中期  ,6233,-63,申万期货  ,6534,101,
石油沥青            ,bu1812                        ,7,中信期货  ,7276,-7384,中信建投  ,6222,471,西南期货  ,6448,236,
石油沥青            ,bu1812                        ,8,冠通期货  ,6827,-9129,国投安信  ,5885,-1093,新湖期货  ,6352,-108,
石油沥青            ,bu1812                        ,9,山西三立  ,6495,-1625,海通期货  ,5592,-1016,渤海期货  ,4210,46,
石油沥青            ,bu1812                        ,10,永安期货  ,6270,-14048,大越期货  ,5591,687,中财期货  ,3768,-107,
石油沥青            ,bu1812                        ,11,广发期货  ,6013,-3277,光大期货  ,5218,-1264,东证期货  ,3400,-209,
石油沥青            ,bu1812                        ,12,徽商期货  ,5659,-7681,瑞龙期货  ,5188,31,国海良时  ,3271,-24,
石油沥青            ,bu1812                        ,13,兴证期货  ,5265,-10875,东航期货  ,5086,-78,宏源期货  ,3119,58,
石油沥青            ,bu1812                        ,14,国金期货  ,5216,-1778,中金期货  ,4497,-46,国泰君安  ,2988,47,
石油沥青            ,bu1812                        ,15,国海良时  ,5146,-4765,宏源期货  ,4286,436,国投安信  ,2976,47,
石油沥青            ,bu1812                        ,16,华泰期货  ,5074,-4904,兴证期货  ,3883,-352,中粮期货  ,2949,-63,
石油沥青            ,bu1812                        ,17,光大期货  ,4940,-1556,五矿经易  ,3480,-1082,广发期货  ,2524,283,
石油沥青            ,bu1812                        ,18,华安期货  ,4933,-3715,浙商期货  ,3418,-520,大地期货  ,2050,51,
石油沥青            ,bu1812                        ,19,东航期货  ,4912,-4585,申万期货  ,3131,23,五矿经易  ,1967,230,
石油沥青            ,bu1812                        ,20,铜冠金源  ,4719,-44,广发期货  ,2865,200,中信建投  ,1951,4,
天然橡胶            ,ruall                         ,-1,期货公司  ,760000,206604,期货公司  ,334732,7953,期货公司  ,334542,7953,
天然橡胶            ,ruall                         ,0,非期货公司,0,0,非期货公司,1000,0,非期货公司,1190,0,
天然橡胶            ,ru1809                        ,1,海通期货  ,66081,15340,方正中期  ,9081,549,永安期货  ,28009,353,
天然橡胶            ,ru1809                        ,2,中信期货  ,45832,11058,永安期货  ,8557,242,中信期货  ,15005,228,
天然橡胶            ,ru1809                        ,3,国投安信  ,41037,10677,海通期货  ,8180,557,中银国际  ,12318,176,
天然橡胶            ,ru1809                        ,4,鲁证期货  ,25729,7990,南华期货  ,7859,695,银河期货  ,9673,263,
天然橡胶            ,ru1809                        ,5,方正中期  ,25082,4739,中信期货  ,7719,-36,格林大华  ,8154,30,
天然橡胶            ,ru1809                        ,6,东证期货  ,24267,-658,广发期货  ,7693,353,国泰君安  ,8045,256,
天然橡胶            ,ru1809                        ,7,同信久恒  ,17862,6995,银河期货  ,7309,-271,国贸期货  ,7352,204,
天然橡胶            ,ru1809                        ,8,中融汇信  ,17706,-2739,华泰期货  ,6968,205,海通期货  ,7330,366,
天然橡胶            ,ru1809                        ,9,申万期货  ,14003,5425,国泰君安  ,6337,245,华泰期货  ,7006,-25,
天然橡胶            ,ru1809                        ,10,永安期货  ,13663,3826,中国国际  ,5252,605,建信期货  ,6752,185,
天然橡胶            ,ru1809                        ,11,银河期货  ,13588,4677,徽商期货  ,5007,359,中粮期货  ,6690,8,
天然橡胶            ,ru1809                        ,12,徽商期货  ,13364,6224,宏源期货  ,4808,-7,瑞达期货  ,6640,-46,
天然橡胶            ,ru1809                        ,13,国泰君安  ,11933,2024,申万期货  ,4730,379,东证期货  ,6140,647,
天然橡胶            ,ru1809                        ,14,华泰期货  ,11524,3065,光大期货  ,4517,404,方正中期  ,5635,-21,
天然橡胶            ,ru1809                        ,15,广发期货  ,11438,4560,国投安信  ,4446,-123,南华期货  ,5488,-244,
天然橡胶            ,ru1809                        ,16,创元期货  ,9777,3306,浙商期货  ,4363,64,申万期货  ,5447,918,
天然橡胶            ,ru1809                        ,17,光大期货  ,9418,918,东证期货  ,4354,218,大地期货  ,5312,136,
天然橡胶            ,ru1809                        ,18,兴证期货  ,8954,3288,瑞达期货  ,4228,-131,中大期货  ,5310,-556,
天然橡胶            ,ru1809                        ,19,南华期货  ,8285,3316,中信建投  ,4065,-105,新湖期货  ,5119,115,
天然橡胶            ,ru1809                        ,20,中信建投  ,7671,2281,五矿经易  ,3895,102,宝城期货  ,5090,73,
天然橡胶            ,ru1901                        ,1,海通期货  ,10599,1760,永安期货  ,4903,65,永安期货  ,6090,740,
天然橡胶            ,ru1901                        ,2,鲁证期货  ,6965,2783,格林大华  ,2339,-35,海通期货  ,4705,-131,
天然橡胶            ,ru1901                        ,3,中信期货  ,6413,2165,中信期货  ,2325,9,中银国际  ,3229,51,
天然橡胶            ,ru1901                        ,4,永安期货  ,3795,1212,广发期货  ,2050,107,国泰君安  ,2988,-18,
天然橡胶            ,ru1901                        ,5,东证期货  ,3682,-2350,五矿经易  ,1677,195,建信期货  ,2883,18,
天然橡胶            ,ru1901                        ,6,申万期货  ,2454,830,中投期货  ,1646,7,国信期货  ,2240,11,
天然橡胶            ,ru1901                        ,7,中融汇信  ,1610,461,华泰期货  ,1640,-55,华泰期货  ,2080,-187,
天然橡胶            ,ru1901                        ,8,中银国际  ,1538,567,国贸期货  ,1573,181,格林大华  ,2048,-376,
天然橡胶            ,ru1901                        ,9,铜冠金源  ,1441,1043,海通期货  ,1479,276,银河期货  ,2041,52,
天然橡胶            ,ru1901                        ,10,国投安信  ,1419,229,国泰君安  ,1408,35,中信期货  ,1672,156,
天然橡胶            ,ru1901                        ,11,光大期货  ,1319,733,银河期货  ,1397,137,大地期货  ,1565,2,
天然橡胶            ,ru1901                        ,12,同信久恒  ,1319,914,方正中期  ,1389,-2,国投安信  ,1540,-16,
天然橡胶            ,ru1901                        ,13,华安期货  ,1225,745,光大期货  ,1364,-10,中大期货  ,1322,226,
天然橡胶            ,ru1901                        ,14,广发期货  ,1213,847,中信建投  ,1360,-194,中粮期货  ,1317,-17,
天然橡胶            ,ru1901                        ,15,方正中期  ,1055,198,东航期货  ,1278,60,五矿经易  ,1261,-5,
天然橡胶            ,ru1901                        ,16,华泰期货  ,982,411,中国国际  ,1131,165,倍特期货  ,1142,15,
天然橡胶            ,ru1901                        ,17,银河期货  ,823,396,国投安信  ,1041,193,申万期货  ,1125,27,
天然橡胶            ,ru1901                        ,18,格林大华  ,797,73,宏源期货  ,1028,-15,首创期货  ,1082,2,
天然橡胶            ,ru1901                        ,19,东航期货  ,777,82,东证期货  ,1027,7,新湖期货  ,1052,32,
天然橡胶            ,ru1901                        ,20,创元期货  ,763,575,首创京都  ,982,-15,光大期货  ,1049,411,
